Message ID; Time; Generation Time; Station ID; Position Latitude; Position Longitude; Speed; Heading;
276; 1629623276.095306000; 556708081016194; 1210254390; 499407188; 84514673; 30.816000000000003; 132.6;
277; 1629623276.594352000; 556708081516209; 1210254390; 499406933; 84515106; 30.636; 132.6;
278; 1629623277.120061000; 556708082016183; 1210254390; 499406681; 84515534; 30.528000000000002; 132.3;
279; 1629623277.621434000; 556708082516228; 1210254390; 499406438; 84515958; 29.195999999999998; 132.5;
280; 1629623278.121691000; 556708083016204; 1210254390; 499406200; 84516378; 29.088; 131.1;
281; 1629623278.621583000; 556708083516220; 1210254390; 499405957; 84516806; 29.195999999999998; 131.5;
282; 1629623279.122767000; 556708084016186; 1210254390; 499405712; 84517229; 29.52; 132.0;
283; 1629623279.620530000; 556708084516208; 1210254390; 499405471; 84517662; 29.448; 131.1;
284; 1629623280.123458000; 556708085016183; 1210254390; 499405222; 84518098; 30.06; 131.6;
285; 1629623280.622172000; 556708085516218; 1210254390; 499404975; 84518541; 30.276; 131.1;
286; 1629623281.119707000; 556708086016181; 1210254390; 499404727; 84518986; 30.456000000000003; 130.6;
287; 1629623281.621003000; 556708086516240; 1210254390; 499404480; 84519430; 30.276; 130.8;
288; 1629623282.122252000; 556708087016190; 1210254390; 499404231; 84519871; 30.348; 131.1;
289; 1629623282.622517000; 556708087516224; 1210254390; 499403974; 84520304; 30.204000000000004; 132.5;
290; 1629623283.120710000; 556708088016181; 1210254390; 499403718; 84520732; 29.916000000000004; 132.5;
291; 1629623283.621014000; 556708088516246; 1210254390; 499403470; 84521149; 29.268000000000004; 132.5;
292; 1629623284.122503000; 556708089016176; 1210254390; 499403224; 84521564; 29.088; 132.6;
293; 1629623284.622570000; 556708089516219; 1210254390; 499402984; 84521982; 28.907999999999998; 132.3;
294; 1629623285.199751000; 556708090116153; 1210254390; 499402707; 84522465; 27.900000000000002; 131.6;
295; 1629623285.775989000; 556708090716210; 1210254390; 499402440; 84522930; 26.028000000000002; 131.8;
296; 1629623286.429526000; 556708091318166; 1210254390; 499402200; 84523353; 24.156; 131.1;
297; 1629623286.826312000; 556708091716000; 1210254390; 499402054; 84523609; 22.176000000000002; 130.6;
298; 1629623287.419828000; 556708092316028; 1210254390; 499401856; 84523960; 19.368; 130.1;
299; 1629623287.919953000; 556708092816208; 1210254390; 499401712; 84524212; 17.1; 131.0;
300; 1629623288.266439000; 556708093215906; 1210254390; 499401613; 84524400; 14.868; 130.6;
301; 1629623288.802646000; 556708093716229; 1210254390; 499401510; 84524612; 13.428; 126.0;
302; 1629623289.102487000; 556708094015899; 1210254390; 499401442; 84524724; 12.456; 132.3;
303; 1629623289.721462000; 556708094616197; 1210254390; 499401327; 84524950; 11.879999999999999; 127.9;
304; 1629623289.898480000; 556708094815901; 1210254390; 499401285; 84525015; 12.096; 132.3;
305; 1629623290.122367000; 556708095015896; 1210254390; 499401235; 84525082; 11.988000000000001; 137.8;
306; 1629623290.325584000; 556708095216149; 1210254390; 499401186; 84525135; 12.096; 144.3;
307; 1629623290.698356000; 556708095615950; 1210254390; 499401083; 84525238; 12.096; 148.8;
308; 1629623290.824342000; 556708095716158; 1210254390; 499401053; 84525251; 12.096; 155.6;
